HCP_ID,HCP_Name,Province,Specialty,Facility_ID,HCP_Type,Practice_Setting,Years_in_Practice
HCP_0731,Kathe O'Conner,Ontario,Cardiology,FAC_ON_ACAD_002,Physician,Academic/Teaching Hospital,1
HCP_0732,Jeanelle Wyman,Ontario,Cardiology,FAC_ON_PRIV_005,Physician,Private Practice,12
HCP_0733,Arjun Malhotra,Ontario,Cardiology,FAC_ON_ACAD_004,Physician,Academic/Teaching Hospital,8
HCP_0734,Carlos Bins,Ontario,Cardiology,FAC_ON_HOSP_013,Physician,Hospital,18
HCP_0735,Lucio Robel,Ontario,Cardiology,FAC_ON_CLIN_019,Physician,Community Clinic,11
HCP_0736,Gemma Effertz,Ontario,Cardiology,FAC_ON_HOSP_023,Physician,Hospital,13
HCP_0737,Kathe O'Conner,Ontario,Cardiology,FAC_ON_PRIV_007,Physician,Private Practice,20
HCP_0738,Felton Glover,Ontario,Cardiology,FAC_ON_HOSP_001,Physician,Hospital,20
HCP_0739,Kelly Boyle,Ontario,Cardiology,FAC_ON_CLIN_009,Physician,Community Clinic,33
HCP_0740,Aubrey Greenfelder,Ontario,Cardiology,FAC_ON_CLIN_014,Physician,Community Clinic,17
HCP_0741,Elijah Koepp,Ontario,Cardiology,FAC_ON_HOSP_022,Physician,Hospital,20
HCP_0742,Edmundo Bauch,Ontario,Cardiology,FAC_ON_HOSP_017,Physician,Hospital,24
HCP_0743,Roxanna Crist,Ontario,Cardiology,FAC_ON_PRIV_019,Physician,Private Practice,7
HCP_0744,Buford Toy,Ontario,Cardiology,FAC_ON_ACAD_021,Physician,Academic/Teaching Hospital,24
HCP_0745,Jeff Waters,Ontario,Cardiology,FAC_ON_HOSP_016,Physician,Hospital,31
HCP_0746,Sharen McGlynn,Ontario,Cardiology,FAC_ON_CLIN_022,Physician,Community Clinic,12
HCP_0747,Kimberely Beatty,Ontario,Cardiology,FAC_ON_HOSP_018,Physician,Hospital,7
HCP_0748,Gale Jacobi,Ontario,Cardiology,FAC_ON_ACAD_022,Physician,Academic/Teaching Hospital,13
HCP_0749,Armida Huel,Ontario,Cardiology,FAC_ON_CLIN_014,Physician,Community Clinic,10
HCP_0750,Lon Lind,Ontario,Cardiology,FAC_ON_ACAD_006,Physician,Academic/Teaching Hospital,21
HCP_0751,Mika Suzuki,Ontario,Cardiology,FAC_ON_HOSP_004,Physician,Hospital,31
HCP_0752,Jamie Eichmann,Ontario,Cardiology,FAC_ON_HOSP_020,Physician,Hospital,21
HCP_0753,Malinda Cassin,Ontario,Cardiology,FAC_ON_PRIV_016,Physician,Private Practice,5
HCP_0754,Neha Deshmukh,Ontario,Cardiology,FAC_ON_PRIV_009,Physician,Private Practice,12
HCP_0755,Rory Kuvalis,Ontario,Cardiology,FAC_ON_ACAD_016,Physician,Academic/Teaching Hospital,25
HCP_0756,Lavinia Douglas,Ontario,Cardiology,FAC_ON_ACAD_015,Physician,Academic/Teaching Hospital,12
HCP_0757,Kelly Boyle,Ontario,Cardiology,FAC_ON_ACAD_004,Physician,Academic/Teaching Hospital,21
HCP_0758,Victor Fadel,Ontario,Cardiology,FAC_ON_PRIV_021,Physician,Private Practice,25
HCP_0759,Mohammed Parisian,Ontario,Cardiology,FAC_ON_CLIN_007,Physician,Community Clinic,12
HCP_0760,Kathe O'Conner,Ontario,Cardiology,FAC_ON_CLIN_008,Physician,Community Clinic,23
HCP_0761,Sanford Gottlieb,Ontario,Cardiology,FAC_ON_HOSP_007,Physician,Hospital,14
HCP_0762,Rory Kuvalis,Ontario,Cardiology,FAC_ON_CLIN_016,Physician,Community Clinic,5
HCP_0763,Haruto Sato,Ontario,Cardiology,FAC_ON_CLIN_010,Physician,Community Clinic,14
HCP_0764,Neha Deshmukh,Ontario,Cardiology,FAC_ON_HOSP_014,Physician,Hospital,16
HCP_0765,Micheal Deckow,Ontario,Cardiology,FAC_ON_HOSP_018,Physician,Hospital,1
HCP_0766,Rosalind Kutch,Ontario,Cardiology,FAC_ON_PRIV_009,Physician,Private Practice,32
HCP_0767,Michel Reichel,Ontario,Cardiology,FAC_ON_CLIN_019,Physician,Community Clinic,19
HCP_0768,Elvis Hartmann,Ontario,Cardiology,FAC_ON_ACAD_012,Physician,Academic/Teaching Hospital,2
HCP_0769,Clint Goldner,Ontario,Cardiology,FAC_ON_CLIN_020,Physician,Community Clinic,31
HCP_0770,Dorene Kessler,Ontario,Cardiology,FAC_ON_ACAD_018,Physician,Academic/Teaching Hospital,30
HCP_0771,Mickie Greenholt,Ontario,Cardiology,FAC_ON_PRIV_013,Physician,Private Practice,1
HCP_0772,Naledi Khumalo,Ontario,Cardiology,FAC_ON_HOSP_016,Physician,Hospital,6
HCP_0773,Suzette Monahan,Ontario,Cardiology,FAC_ON_HOSP_009,Physician,Hospital,13
HCP_0774,Thad Osinski,Ontario,Cardiology,FAC_ON_PRIV_006,Physician,Private Practice,18
HCP_0775,Carroll McClure,Ontario,Cardiology,FAC_ON_PRIV_005,Physician,Private Practice,26
HCP_0776,Aiko Nakamura,Ontario,Cardiology,FAC_ON_CLIN_001,Physician,Community Clinic,15
HCP_0777,Jere Waelchi,Ontario,Cardiology,FAC_ON_PRIV_011,Physician,Private Practice,22
HCP_0778,Myong Heidenreich,Ontario,Cardiology,FAC_ON_ACAD_025,Physician,Academic/Teaching Hospital,1
HCP_0779,Buford Toy,Ontario,Gastroenterology,FAC_ON_CLIN_016,Physician,Community Clinic,24
HCP_0780,Earle Rice,Ontario,Gastroenterology,FAC_ON_HOSP_011,Physician,Hospital,33
HCP_0781,Karisa Stiedemann,Ontario,Gastroenterology,FAC_ON_CLIN_009,Physician,Community Clinic,19
HCP_0782,Joleen Oberbrunner,Ontario,Gastroenterology,FAC_ON_ACAD_022,Physician,Academic/Teaching Hospital,16
HCP_0783,Cheree Cassin,Ontario,Gastroenterology,FAC_ON_ACAD_003,Physician,Academic/Teaching Hospital,11
HCP_0784,Cheree Cassin,Ontario,Gastroenterology,FAC_ON_ACAD_006,Physician,Academic/Teaching Hospital,34
HCP_0785,Elvis Hartmann,Ontario,Gastroenterology,FAC_ON_ACAD_011,Physician,Academic/Teaching Hospital,2
HCP_0786,Brendon Bailey,Ontario,Gastroenterology,FAC_ON_HOSP_013,Physician,Hospital,11
HCP_0787,Von Mraz,Ontario,Gastroenterology,FAC_ON_CLIN_012,Physician,Community Clinic,5
HCP_0788,Maximo Carter,Ontario,Gastroenterology,FAC_ON_HOSP_002,Physician,Hospital,31
HCP_0789,Kathyrn Weimann,Ontario,Gastroenterology,FAC_ON_HOSP_019,Physician,Hospital,17
HCP_0790,Gaynell Streich,Ontario,Gastroenterology,FAC_ON_ACAD_004,Physician,Academic/Teaching Hospital,33
HCP_0791,Veda Pfeffer,Ontario,Gastroenterology,FAC_ON_ACAD_015,Physician,Academic/Teaching Hospital,24
HCP_0792,Daron Berge,Ontario,Gastroenterology,FAC_ON_HOSP_003,Physician,Hospital,20
HCP_0793,Della Steuber,Ontario,Gastroenterology,FAC_ON_PRIV_013,Physician,Private Practice,19
HCP_0794,Parker Grady,Ontario,Gastroenterology,FAC_ON_PRIV_018,Physician,Private Practice,8
HCP_0795,Carmelina Wisozk,Ontario,Gastroenterology,FAC_ON_HOSP_012,Physician,Hospital,20
HCP_0796,Paige Goodwin,Ontario,Gastroenterology,FAC_ON_ACAD_001,Physician,Academic/Teaching Hospital,24
HCP_0797,Hana Kobayashi,Ontario,Gastroenterology,FAC_ON_ACAD_003,Physician,Academic/Teaching Hospital,34
HCP_0798,Bruno Smitham,Ontario,Gastroenterology,FAC_ON_PRIV_009,Physician,Private Practice,20
HCP_0799,Gale Jacobi,Ontario,Gastroenterology,FAC_ON_PRIV_020,Physician,Private Practice,33
HCP_0800,Jackeline Schmitt,Ontario,Gastroenterology,FAC_ON_CLIN_006,Physician,Community Clinic,34
HCP_0801,Gaynell Streich,Ontario,Gastroenterology,FAC_ON_ACAD_002,Physician,Academic/Teaching Hospital,19
HCP_0802,Myrl Eichmann,Ontario,Gastroenterology,FAC_ON_CLIN_009,Physician,Community Clinic,16
HCP_0803,Blanca Feliciano,Ontario,Gastroenterology,FAC_ON_ACAD_008,Physician,Academic/Teaching Hospital,5
HCP_0804,Priya Nair,Ontario,Neurology,FAC_ON_HOSP_018,Physician,Hospital,10
HCP_0805,Kelly Boyle,Ontario,Neurology,FAC_ON_HOSP_003,Physician,Hospital,31
HCP_0806,Rosalind Kutch,Ontario,Neurology,FAC_ON_ACAD_020,Physician,Academic/Teaching Hospital,5
HCP_0807,Kathyrn Weimann,Ontario,Neurology,FAC_ON_CLIN_008,Physician,Community Clinic,14
HCP_0808,Crista Keebler,Ontario,Neurology,FAC_ON_CLIN_002,Physician,Community Clinic,25
HCP_0809,Mac Stroman,Ontario,Neurology,FAC_ON_ACAD_005,Physician,Academic/Teaching Hospital,9
HCP_0810,Ayanda Mthembu,Ontario,Neurology,FAC_ON_HOSP_026,Physician,Hospital,35
HCP_0811,Colby Schowalter,Ontario,Neurology,FAC_ON_PRIV_014,Physician,Private Practice,23
HCP_0812,Mariano West,Ontario,Neurology,FAC_ON_CLIN_018,Physician,Community Clinic,1
HCP_0813,Maximo Carter,Ontario,Neurology,FAC_ON_HOSP_010,Physician,Hospital,9
HCP_0814,Reggie Mitchell,Ontario,Neurology,FAC_ON_ACAD_025,Physician,Academic/Teaching Hospital,26
HCP_0815,Carlos Bins,Ontario,Neurology,FAC_ON_HOSP_001,Physician,Hospital,31
HCP_0816,Albertina Skiles,Ontario,Neurology,FAC_ON_HOSP_018,Physician,Hospital,33
HCP_0817,Colby Schowalter,Ontario,Neurology,FAC_ON_PRIV_002,Physician,Private Practice,30
HCP_0818,Vern Powlowski,Ontario,Neurology,FAC_ON_ACAD_007,Physician,Academic/Teaching Hospital,3
HCP_0819,Kurtis Schulist,Ontario,Neurology,FAC_ON_HOSP_015,Physician,Hospital,26
HCP_0820,Ayanda Mthembu,Ontario,Neurology,FAC_ON_PRIV_017,Physician,Private Practice,4
HCP_0821,Phillip McCullough,Ontario,Neurology,FAC_ON_PRIV_013,Physician,Private Practice,3
HCP_0822,Kurtis Schulist,Ontario,Neurology,FAC_ON_ACAD_002,Physician,Academic/Teaching Hospital,25
HCP_0823,Jeramy Littel,Ontario,Neurology,FAC_ON_HOSP_017,Physician,Hospital,17
HCP_0824,Mickie Greenholt,Ontario,Neurology,FAC_ON_ACAD_009,Physician,Academic/Teaching Hospital,23
HCP_0825,Arcelia Gottlieb,Ontario,Neurology,FAC_ON_PRIV_009,Physician,Private Practice,30
HCP_0826,Hassan Rath,Ontario,Neurology,FAC_ON_ACAD_019,Physician,Academic/Teaching Hospital,3
HCP_0827,Indira Willms,Ontario,Neurology,FAC_ON_CLIN_004,Physician,Community Clinic,19
HCP_0828,Aubrey Greenfelder,Ontario,Neurology,FAC_ON_ACAD_003,Physician,Academic/Teaching Hospital,30
HCP_0829,Billy Bahringer,Ontario,Neurology,FAC_ON_PRIV_011,Physician,Private Practice,16
HCP_0830,Guadalupe Valenzuela,Ontario,Neurology,FAC_ON_HOSP_020,Physician,Hospital,19
HCP_0831,Michell Friesen,Ontario,Neurology,FAC_ON_ACAD_002,Physician,Academic/Teaching Hospital,18
HCP_0832,Geraldo Kiehn,Ontario,Neurology,FAC_ON_ACAD_022,Physician,Academic/Teaching Hospital,32
HCP_0833,Daron Berge,Ontario,Neurology,FAC_ON_CLIN_009,Physician,Community Clinic,2
HCP_0834,Pamelia Harber,Ontario,Neurology,FAC_ON_PRIV_007,Physician,Private Practice,31
HCP_0835,Toi Kulas,Ontario,Neurology,FAC_ON_CLIN_005,Physician,Community Clinic,29
HCP_0836,Carlos Bins,Ontario,Neurology,FAC_ON_PRIV_014,Physician,Private Practice,29
HCP_0837,Glory Hickle,Ontario,Neurology,FAC_ON_ACAD_015,Physician,Academic/Teaching Hospital,15
HCP_0838,Luke Rath,Ontario,Neurology,FAC_ON_ACAD_009,Physician,Academic/Teaching Hospital,19
HCP_0839,Patricia Salgado,Ontario,Neurology,FAC_ON_HOSP_013,Physician,Hospital,13
HCP_0840,Ananya Mehta,Ontario,Psychiatry,FAC_ON_ACAD_019,Physician,Academic/Teaching Hospital,9
HCP_0841,Ferne Hudson,Ontario,Psychiatry,FAC_ON_CLIN_004,Physician,Community Clinic,31
HCP_0842,Alia Adams,Ontario,Psychiatry,FAC_ON_PRIV_013,Physician,Private Practice,18
HCP_0843,Ananya Mehta,Ontario,Psychiatry,FAC_ON_ACAD_022,Physician,Academic/Teaching Hospital,26
HCP_0844,Terry Wiegand,Ontario,Psychiatry,FAC_ON_CLIN_009,Physician,Community Clinic,4
HCP_0845,Suzette Monahan,Ontario,Psychiatry,FAC_ON_CLIN_021,Physician,Community Clinic,28
HCP_0846,Suzette Monahan,Ontario,Psychiatry,FAC_ON_CLIN_021,Physician,Community Clinic,24
HCP_0847,Lon Lind,Ontario,Psychiatry,FAC_ON_ACAD_009,Physician,Academic/Teaching Hospital,35
HCP_0848,Leonor Najera,Ontario,Psychiatry,FAC_ON_CLIN_009,Physician,Community Clinic,5
HCP_0849,Elijah Koepp,Ontario,Psychiatry,FAC_ON_CLIN_012,Physician,Community Clinic,19
HCP_0850,Raphael Connelly,Ontario,Psychiatry,FAC_ON_CLIN_022,Physician,Community Clinic,18
HCP_0851,Sipho Dlamini,Ontario,Psychiatry,FAC_ON_HOSP_022,Physician,Hospital,19
HCP_0852,Graham Volkman,Ontario,Psychiatry,FAC_ON_CLIN_006,Physician,Community Clinic,2
HCP_0853,Daichi Watanabe,Ontario,Psychiatry,FAC_ON_HOSP_010,Physician,Hospital,17
HCP_0854,Geraldo Kiehn,Ontario,Psychiatry,FAC_ON_HOSP_015,Physician,Hospital,11
HCP_0855,Homer Wiegand,Ontario,Psychiatry,FAC_ON_PRIV_010,Physician,Private Practice,22
HCP_0856,Earle Rice,Ontario,Psychiatry,FAC_ON_HOSP_005,Physician,Hospital,9
HCP_0857,Michell Friesen,Ontario,Psychiatry,FAC_ON_PRIV_007,Physician,Private Practice,16
HCP_0858,Devora Sipes,Ontario,Psychiatry,FAC_ON_ACAD_015,Physician,Academic/Teaching Hospital,22
HCP_0859,Kurtis Schulist,Ontario,Psychiatry,FAC_ON_PRIV_009,Physician,Private Practice,3
HCP_0860,Graham Volkman,Ontario,Psychiatry,FAC_ON_CLIN_021,Physician,Community Clinic,28
HCP_0861,Hana Kobayashi,Ontario,Psychiatry,FAC_ON_HOSP_017,Physician,Hospital,26
HCP_0862,Kavita Rao,Ontario,Psychiatry,FAC_ON_ACAD_001,Physician,Academic/Teaching Hospital,3
HCP_0863,Myong Heidenreich,Ontario,Psychiatry,FAC_ON_ACAD_008,Physician,Academic/Teaching Hospital,3
HCP_0864,Crissy O'Connell,Ontario,Psychiatry,FAC_ON_PRIV_011,Physician,Private Practice,30
HCP_0865,Carroll McClure,Ontario,Psychiatry,FAC_ON_HOSP_007,Physician,Hospital,10
HCP_0866,Augustine Fisher,Ontario,Psychiatry,FAC_ON_HOSP_019,Physician,Hospital,31
HCP_0867,Elijah Koepp,Ontario,Psychiatry,FAC_ON_CLIN_003,Physician,Community Clinic,18
HCP_0868,Albertina Skiles,Ontario,Psychiatry,FAC_ON_HOSP_021,Physician,Hospital,12
HCP_0869,Curtis Hamill,Ontario,Psychiatry,FAC_ON_ACAD_015,Physician,Academic/Teaching Hospital,10
HCP_0870,Tiana Blick,Ontario,Psychiatry,FAC_ON_HOSP_023,Physician,Hospital,24
HCP_0871,Bruno Smitham,Ontario,Psychiatry,FAC_ON_CLIN_005,Physician,Community Clinic,4
HCP_0872,Donita Ward,Ontario,Psychiatry,FAC_ON_ACAD_005,Physician,Academic/Teaching Hospital,15
HCP_0873,Brittani Satterfield,Ontario,Psychiatry,FAC_ON_ACAD_025,Physician,Academic/Teaching Hospital,13
HCP_0874,Cheree Cassin,Ontario,Psychiatry,FAC_ON_HOSP_025,Physician,Hospital,6
HCP_0875,Augustine Fisher,Ontario,Psychiatry,FAC_ON_CLIN_008,Physician,Community Clinic,13
HCP_0876,Shawnee Zieme,Ontario,Psychiatry,FAC_ON_PRIV_011,Physician,Private Practice,19
HCP_0877,Marylee Reynolds,Ontario,Psychiatry,FAC_ON_PRIV_007,Physician,Private Practice,24
HCP_0878,Fernando Sierra,Ontario,Psychiatry,FAC_ON_ACAD_025,Physician,Academic/Teaching Hospital,4
HCP_0879,Dewayne Rosenbaum,Ontario,Psychiatry,FAC_ON_ACAD_007,Physician,Academic/Teaching Hospital,31
HCP_0880,Darrel Lang,Ontario,Psychiatry,FAC_ON_ACAD_010,Physician,Academic/Teaching Hospital,31
HCP_0881,Malinda Cassin,Ontario,Psychiatry,FAC_ON_HOSP_004,Physician,Hospital,25
HCP_0882,Earle Rice,Ontario,Psychiatry,FAC_ON_HOSP_004,Physician,Hospital,33
HCP_0883,Ezequiel Hoeger,Ontario,Psychiatry,FAC_ON_PRIV_013,Physician,Private Practice,15
HCP_0884,Lon Lind,Ontario,Psychiatry,FAC_ON_HOSP_025,Physician,Hospital,29
HCP_0885,Hae Ruecker,Ontario,Psychiatry,FAC_ON_CLIN_001,Physician,Community Clinic,26
HCP_0886,Joan Trantow,Ontario,Psychiatry,FAC_ON_HOSP_010,Physician,Hospital,20
HCP_0887,Leonor Najera,Ontario,Psychiatry,FAC_ON_ACAD_005,Physician,Academic/Teaching Hospital,7
HCP_0888,Rivka Sanford,Ontario,Psychiatry,FAC_ON_HOSP_001,Physician,Hospital,20
HCP_0889,Patricia Salgado,Ontario,Psychiatry,FAC_ON_HOSP_008,Physician,Hospital,32
HCP_0890,Buford Toy,Ontario,Psychiatry,FAC_ON_HOSP_022,Physician,Hospital,35
HCP_0891,Oscar Mateo,Ontario,Psychiatry,FAC_ON_HOSP_010,Physician,Hospital,16
HCP_0892,Kathlyn Borer,Ontario,Psychiatry,FAC_ON_PRIV_005,Physician,Private Practice,9
HCP_0893,Alecia Welch,Ontario,Psychiatry,FAC_ON_CLIN_018,Physician,Community Clinic,27
HCP_0894,Sipho Dlamini,Ontario,Psychiatry,FAC_ON_ACAD_013,Physician,Academic/Teaching Hospital,3
HCP_0895,Lavera Flatley,Ontario,Psychiatry,FAC_ON_CLIN_019,Physician,Community Clinic,6
HCP_0896,Michel Reichel,Ontario,Psychiatry,FAC_ON_PRIV_012,Physician,Private Practice,20
HCP_0897,Britta Stokes,Ontario,Psychiatry,FAC_ON_PRIV_003,Physician,Private Practice,35
HCP_0898,Devora Sipes,Ontario,Psychiatry,FAC_ON_PRIV_011,Physician,Private Practice,12
HCP_0899,Houston Osinski,Ontario,Psychiatry,FAC_ON_ACAD_004,Physician,Academic/Teaching Hospital,16
HCP_0900,Harold Kessler,Ontario,Psychiatry,FAC_ON_HOSP_002,Physician,Hospital,12
HCP_0901,Suzette Monahan,Ontario,Psychiatry,FAC_ON_PRIV_018,Physician,Private Practice,16
HCP_0902,Colby Schowalter,Ontario,Psychiatry,FAC_ON_ACAD_010,Physician,Academic/Teaching Hospital,1
HCP_0903,Jinny Conroy,Ontario,Psychiatry,FAC_ON_ACAD_014,Physician,Academic/Teaching Hospital,21
HCP_0904,Ettie Schroeder,Ontario,Psychiatry,FAC_ON_PRIV_018,Physician,Private Practice,21
HCP_0905,Bruno Smitham,Ontario,Psychiatry,FAC_ON_PRIV_016,Physician,Private Practice,12
HCP_0906,Kathlyn Borer,Ontario,Psychiatry,FAC_ON_ACAD_016,Physician,Academic/Teaching Hospital,10
HCP_0907,Deloris Zemlak,Ontario,Psychiatry,FAC_ON_PRIV_017,Physician,Private Practice,27
HCP_0908,Vertie Towne,Ontario,Psychiatry,FAC_ON_ACAD_015,Physician,Academic/Teaching Hospital,7
HCP_0909,Pamala Collier,Ontario,Psychiatry,FAC_ON_HOSP_019,Physician,Hospital,2
HCP_0910,Hassan Rath,Ontario,Psychiatry,FAC_ON_CLIN_009,Physician,Community Clinic,2
HCP_0911,Crissy O'Connell,Ontario,Psychiatry,FAC_ON_HOSP_006,Physician,Hospital,31
HCP_0912,Kasi Hickle,Ontario,Psychiatry,FAC_ON_HOSP_010,Physician,Hospital,13
HCP_0913,Dorene Kessler,Ontario,Psychiatry,FAC_ON_CLIN_019,Physician,Community Clinic,4
HCP_0914,Sipho Dlamini,Ontario,Psychiatry,FAC_ON_HOSP_001,Physician,Hospital,31
HCP_0915,Chad Sawayn,Ontario,Psychiatry,FAC_ON_CLIN_017,Physician,Community Clinic,6
HCP_0916,Bruno Smitham,Ontario,Psychiatry,FAC_ON_CLIN_018,Physician,Community Clinic,12
HCP_0917,Marylee Reynolds,Ontario,Psychiatry,FAC_ON_PRIV_002,Physician,Private Practice,1
HCP_0918,Dena Rau,Ontario,Psychiatry,FAC_ON_ACAD_006,Physician,Academic/Teaching Hospital,24
HCP_0919,Matt Bartell,Ontario,Psychiatry,FAC_ON_ACAD_020,Physician,Academic/Teaching Hospital,25
HCP_0920,Joleen Oberbrunner,Ontario,Psychiatry,FAC_ON_CLIN_018,Physician,Community Clinic,27
HCP_0921,Olen Heathcote,Ontario,Psychiatry,FAC_ON_CLIN_013,Physician,Community Clinic,10
HCP_0922,Estefana Emmerich,Ontario,Psychiatry,FAC_ON_ACAD_018,Physician,Academic/Teaching Hospital,12
HCP_0923,Curtis Hamill,Ontario,Psychiatry,FAC_ON_HOSP_016,Physician,Hospital,33
HCP_0924,Pamelia Harber,Ontario,Psychiatry,FAC_ON_PRIV_008,Physician,Private Practice,29
HCP_0925,Emilee Runolfsdottir,Ontario,Psychiatry,FAC_ON_CLIN_003,Physician,Community Clinic,2
HCP_0926,Haruto Sato,Ontario,Psychiatry,FAC_ON_HOSP_012,Physician,Hospital,25
HCP_0927,Marylee Reynolds,Ontario,Psychiatry,FAC_ON_PRIV_015,Physician,Private Practice,29
HCP_0928,Myrl Eichmann,Ontario,Psychiatry,FAC_ON_CLIN_021,Physician,Community Clinic,20
HCP_0929,Caroyln Hyatt,Ontario,Psychiatry,FAC_ON_HOSP_023,Physician,Hospital,23
HCP_0930,Leilani Stoltenberg,Ontario,Psychiatry,FAC_ON_PRIV_018,Physician,Private Practice,1
HCP_0931,Latashia Glover,Ontario,Psychiatry,FAC_ON_HOSP_009,Physician,Hospital,2
HCP_0932,Dahlia Renner,Ontario,Psychiatry,FAC_ON_PRIV_013,Physician,Private Practice,2
HCP_0933,Kent Morar,Ontario,Psychiatry,FAC_ON_HOSP_006,Physician,Hospital,6
HCP_0934,Mickie Greenholt,Ontario,Psychiatry,FAC_ON_CLIN_014,Physician,Community Clinic,35
HCP_0935,Jackeline Schmitt,Ontario,Psychiatry,FAC_ON_ACAD_019,Physician,Academic/Teaching Hospital,23
HCP_0936,Rahul Menon,Ontario,Psychiatry,FAC_ON_HOSP_005,Physician,Hospital,28
HCP_0937,Lon Lind,Ontario,Psychiatry,FAC_ON_ACAD_012,Physician,Academic/Teaching Hospital,11
HCP_0938,Jamie Eichmann,Ontario,Psychiatry,FAC_ON_PRIV_019,Physician,Private Practice,33
HCP_0939,Suanne Douglas,Ontario,Psychiatry,FAC_ON_ACAD_023,Physician,Academic/Teaching Hospital,7
HCP_0940,Britta Stokes,Ontario,Psychiatry,FAC_ON_HOSP_006,Physician,Hospital,32
HCP_0941,Rosalba Greenfelder,Ontario,Psychiatry,FAC_ON_PRIV_007,Physician,Private Practice,2
HCP_0942,Lai Friesen,Ontario,Psychiatry,FAC_ON_ACAD_010,Physician,Academic/Teaching Hospital,1
HCP_0943,Rohan Kapoor,Ontario,Psychiatry,FAC_ON_ACAD_021,Physician,Academic/Teaching Hospital,3
HCP_0944,Reyna Keeling,Ontario,Psychiatry,FAC_ON_HOSP_012,Physician,Hospital,28
HCP_0945,Mohammed Parisian,Ontario,Psychiatry,FAC_ON_ACAD_006,Physician,Academic/Teaching Hospital,10
HCP_0946,Myong Heidenreich,Ontario,Psychiatry,FAC_ON_HOSP_003,Physician,Hospital,16
HCP_0947,Ren Takahashi,Ontario,Psychiatry,FAC_ON_PRIV_004,Physician,Private Practice,17
HCP_0948,Jeramy Littel,Ontario,Psychiatry,FAC_ON_CLIN_020,Physician,Community Clinic,28
HCP_0949,Haruto Sato,Ontario,Psychiatry,FAC_ON_PRIV_002,Physician,Private Practice,13
HCP_0950,Chere Greenfelder,Ontario,Psychiatry,FAC_ON_PRIV_013,Physician,Private Practice,1
HCP_0951,Veda Pfeffer,Ontario,Psychiatry,FAC_ON_HOSP_011,Physician,Hospital,14
HCP_0952,Myrl Eichmann,Ontario,Psychiatry,FAC_ON_PRIV_015,Physician,Private Practice,11
HCP_0953,Michel Reichel,Ontario,Psychiatry,FAC_ON_ACAD_007,Physician,Academic/Teaching Hospital,26
HCP_0954,Maribel Reilly,Ontario,Psychiatry,FAC_ON_CLIN_022,Physician,Community Clinic,27
HCP_0955,Dena Rau,Ontario,Psychiatry,FAC_ON_CLIN_005,Physician,Community Clinic,4
HCP_0956,Michel Reichel,Ontario,Psychiatry,FAC_ON_ACAD_014,Physician,Academic/Teaching Hospital,28
HCP_0957,Norbert Murphy,Ontario,Psychiatry,FAC_ON_HOSP_023,Physician,Hospital,3
HCP_0958,Roxanna Crist,Ontario,Psychiatry,FAC_ON_CLIN_009,Physician,Community Clinic,22
HCP_0959,Ren Takahashi,Ontario,Psychiatry,FAC_ON_PRIV_007,Physician,Private Practice,14
HCP_0960,Deloris Zemlak,Ontario,Psychiatry,FAC_ON_CLIN_005,Physician,Community Clinic,11
HCP_0961,Lonna Dietrich,Ontario,Psychiatry,FAC_ON_ACAD_014,Physician,Academic/Teaching Hospital,17
HCP_0962,Adela Chapa,Ontario,Psychiatry,FAC_ON_CLIN_002,Physician,Community Clinic,11
HCP_0963,Albertina Skiles,Ontario,Psychiatry,FAC_ON_ACAD_019,Physician,Academic/Teaching Hospital,28
HCP_0964,Jinny Conroy,Ontario,Psychiatry,FAC_ON_HOSP_020,Physician,Hospital,34
HCP_0965,Haruto Sato,Ontario,Psychiatry,FAC_ON_PRIV_018,Physician,Private Practice,29
HCP_0966,Brendon Bailey,Ontario,Psychiatry,FAC_ON_PRIV_017,Physician,Private Practice,16
HCP_0967,Alexander Koch,Ontario,Psychiatry,FAC_ON_HOSP_017,Physician,Hospital,18
HCP_0968,Gale Jacobi,Ontario,Psychiatry,FAC_ON_HOSP_024,Physician,Hospital,16
HCP_0969,Priya Nair,Ontario,Psychiatry,FAC_ON_PRIV_008,Physician,Private Practice,28
HCP_0970,Terry Wiegand,Ontario,Psychiatry,FAC_ON_PRIV_006,Physician,Private Practice,20
HCP_0971,Royce Green,Ontario,Psychiatry,FAC_ON_PRIV_017,Physician,Private Practice,17
HCP_0972,Caroyln Hyatt,Ontario,Psychiatry,FAC_ON_HOSP_021,Physician,Hospital,15
HCP_0973,Elvis Hartmann,Ontario,Psychiatry,FAC_ON_PRIV_015,Physician,Private Practice,14
HCP_0974,Reyna Keeling,Ontario,Psychiatry,FAC_ON_ACAD_008,Physician,Academic/Teaching Hospital,20
HCP_0975,Jamie Eichmann,Ontario,Psychiatry,FAC_ON_HOSP_017,Physician,Hospital,25
HCP_0976,Jason Streich,Ontario,Psychiatry,FAC_ON_CLIN_022,Physician,Community Clinic,16
HCP_0977,Veda Pfeffer,Ontario,Psychiatry,FAC_ON_CLIN_021,Physician,Community Clinic,29
HCP_0978,Estefana Emmerich,Ontario,Psychiatry,FAC_ON_ACAD_022,Physician,Academic/Teaching Hospital,29
HCP_0979,Benita Boehm,Ontario,Psychiatry,FAC_ON_CLIN_021,Physician,Community Clinic,16
